"_id","收费门架编号","门架名称","门架类型","门架种类","门架标志","省界入/出口标识","收费单元编码组合","车道数","纬度","经度","桩号","使用状态","起始日期","终止日期","门架HEX字符串","反向门架HEX字符串"
"ObjectId(""61f35bc81642df6c4cd1d740"")","S003337002002920010","鱼城枢纽-金乡东虚门架","路段收费门架","实体门架",0,null,"S003337002002920","2|1",35.075245,116.460973,0,"在用","2100-01-01","2999-12-31","3D6125","3C6124"
"ObjectId(""61f35bc81642df6c4cd1d741"")","S003337002003010010","鱼城枢纽-鱼台西虚门架","路段收费门架","实体门架",0,null,"S003337002003010","2|1",34.988512,116.537551,0,"在用","2100-01-01","2999-12-31","3C6126","3D6127"
"ObjectId(""61f35bc81642df6c4cd1d742"")","S003337002003020010","鱼台西虚-鱼城枢纽门架","路段收费门架","实体门架",0,null,"S003337002003020","2|1",35.988189,116.537735,0,"在用","2100-01-01","2999-12-31","3D6127","3C6126"
"ObjectId(""61f35bc81642df6c4cd1d743"")","S003337002003110010","太白湖虚-济宁机场虚收费门架","路段收费门架","虚拟门架",null,null,"S003337002003110","3|1",35.329153,116.446897,0,"停用","2100-01-01","2999-12-31","3C6129","3D6102"
"ObjectId(""61f35bc81642df6c4cd1d744"")","S003337002003120010","太白湖虚-济宁经开区虚收费门架","路段收费门架","虚拟门架",null,null,"S003337002003120","3|1",35.431018,116.443849,0,"停用","2100-01-01","2999-12-31","3D6128","3C610D"
"ObjectId(""61f35bc81642df6c4cd1d745"")","S003337002003210010","太白湖-太白湖虚收费门架","路段收费门架","虚拟门架",null,null,"S003337002003210","3|1",35.362381,116.428835,0,"备用","2100-01-01","2999-12-31","3C612B","3D612A"
"ObjectId(""61f35bc81642df6c4cd1d746"")","S003337002003220020","太白湖虚-太白湖收费门架","路段收费门架","虚拟门架",null,null,"S003337002003220","3|1",35.362917,116.429491,0,"备用","2100-01-01","2999-12-31","3D612A","3C612B"
"ObjectId(""61f35bc81642df6c4cd1d747"")","S003737001000110010","尹集立交-高唐州虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001000110","3|1",36.864009,116.32206,"K55+120","备用","2100-01-01","2999-12-31","3C920E","3D920F"
"ObjectId(""61f35bc91642df6c4cd1d748"")","S003737001000210020","高唐州虚-高唐南虚收费门架","路段收费门架","实体门架",0,null,"S003737001000210","3|1",36.833027,116.326386,"K58+620","在用","2100-01-01","2999-12-31","3C9221","3D9226"
"ObjectId(""61f35bc91642df6c4cd1d749"")","S003737001000310030","高唐南虚-茌平东虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001000310","3|1",36.699987,116.348707,"K74+000","备用","2100-01-01","2999-12-31","3C9213","3D9214"
"ObjectId(""61f35bc91642df6c4cd1d74a"")","S003737001000410040","茌平东虚-高东济聊枢纽收费门架","路段收费门架","虚拟门架",null,null,"S003737001000410","3|1",36.596812,116.340258,"K85+550","备用","2100-01-01","2999-12-31","3C9222","3D9223"
"ObjectId(""61f35bc91642df6c4cd1d74b"")","S003737001000510050","高东济聊枢纽-高集虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001000510","3|1",36.465986,116.356442,"K99+600","备用","2100-01-01","2999-12-31","3C9216","3D9217"
"ObjectId(""61f35bc91642df6c4cd1d74c"")","S003737001000610060","高集虚-东阿北虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001000610","3|1",36.443933,116.348531,"K103+100","备用","2100-01-01","2999-12-31","3C9224","3D9225"
"ObjectId(""61f35bc91642df6c4cd1d74d"")","S003737001000710070","东阿北虚-陈集虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001000710","3|1",36.402034,116.342352,"K108+100","备用","2100-01-01","2999-12-31","3C921A","3D921B"
"ObjectId(""61f35bc91642df6c4cd1d74e"")","S003737001000810080","陈集虚-东阿东虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001000810","3|1",36.332781,116.318355,"K117+100","备用","2100-01-01","2999-12-31","3C9227","3D9228"
"ObjectId(""61f35bc91642df6c4cd1d74f"")","S003737001000910090","东阿东虚-东阿南立交收费门架","路段收费门架","虚拟门架",null,null,"S003737001000910","3|1",36.295598,116.302729,"K120+470","备用","2100-01-01","2999-12-31","3C921E","3D921F"
"ObjectId(""61f35bc91642df6c4cd1d750"")","S003737001001020100","东阿南立交-东阿东虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001020","3|1",36.29521,116.302685,"K120+500","备用","2100-01-01","2999-12-31","3D921F","3C921E"
"ObjectId(""61f35bc91642df6c4cd1d751"")","G251637003000810010","济阳东-济阳东虚收费门架","路段收费门架","虚拟门架",null,null,"G251637003000810","2|1",37.1146679944085,117.271219851257,"K139+300","在用","2100-01-01","2999-12-31","3C6208","3D6207"
"ObjectId(""61f35bc91642df6c4cd1d752"")","G251637003000820010","济阳东虚-济阳东收费门架","路段收费门架","虚拟门架",null,null,"G251637003000820","2|1",37.1144082425493,117.27115288515,"K139+300","在用","2100-01-01","2999-12-31","3D6207","3C6208"
"ObjectId(""61f35bc91642df6c4cd1d753"")","G251637004000110010","高邢青银枢纽-高唐西门架","路段收费门架","实体门架",0,null,"G251637004000110","2|1",36.904304,116.165508,"K262+580","在用","2100-01-01","2999-12-31","3C4A01","3D4A0C"
"ObjectId(""61f35bc91642df6c4cd1d754"")","G251637004000210020","高唐西-金郝庄门架","路段收费门架","实体门架",0,null,"G251637004000210","2|1",36.879379,115.998879,"K278+700","在用","2100-01-01","2999-12-31","3C4A02","3D4A0B"
"ObjectId(""61f35bc91642df6c4cd1d755"")","G251637004000310030","金郝庄-德商高邢立交门架","路段收费门架","实体门架",0,null,"G251637004000310","2|1",36.877993,115.971674,"K281+124","在用","2100-01-01","2999-12-31","3C4A03","3D4A0A"
"ObjectId(""61f35bc91642df6c4cd1d756"")","G251637004000410040","德商高邢立交-临清门架","路段收费门架","实体门架",0,null,"G251637004000410","2|1",36.880944,115.804472,"K296+240","在用","2100-01-01","2999-12-31","3C4A04","3D4A09"
"ObjectId(""61f35bc91642df6c4cd1d757"")","G251637004000510050","临清-高邢鲁冀门架","省界收费门架","实体门架",0,"省界出口","G251637004000510","2|1",36.8805150934046,115.770509544753,"K299+300","在用","2100-01-01","2999-12-31","3E4A05","3F4A07"
"ObjectId(""61f35bc91642df6c4cd1d758"")","G251637004000510110","临清-高邢鲁冀门架","省界收费门架","实体门架",0,"省界出口","G251637004000510","2|1",36.881124,115.764516,"K299+804","在用","2100-01-01","2999-12-31","3E4A05","3F4A07"
"ObjectId(""61f35bc91642df6c4cd1d759"")","G251637004000620060","高邢鲁冀-临清门架","省界收费门架","实体门架",0,"省界入口","G251637004000620","2|1",36.881093,115.763829,"K299+856","在用","2100-01-01","2999-12-31","3F4A07","3E4A05"
"ObjectId(""61f35bc91642df6c4cd1d75a"")","G251637004000620120","高邢鲁冀-临清门架","省界收费门架","实体门架",0,"省界入口","G251637004000620","2|1",36.881655,115.758634,"K300+350","在用","2100-01-01","2999-12-31","3F4A07","3E4A05"
"ObjectId(""61f35bc91642df6c4cd1d75b"")","G251637004000720070","临清-德商高邢立交门架","路段收费门架","实体门架",0,null,"G251637004000720","2|1",36.88076037,115.8037941,"K296+294","在用","2100-01-01","2999-12-31","3D4A09","3C4A04"
"ObjectId(""61f35bc91642df6c4cd1d75c"")","G251637004000820080","德商高邢立交-金郝庄门架","路段收费门架","实体门架",0,null,"G251637004000820","2|1",36.877766,115.970655,"K281+210","在用","2100-01-01","2999-12-31","3D4A0A","3C4A03"
"ObjectId(""61f35bc91642df6c4cd1d75d"")","G251637004000920090","金郝庄-高唐西门架","路段收费门架","实体门架",0,null,"G251637004000920","2|1",36.879333,115.998119,"K278+748","在用","2100-01-01","2999-12-31","3D4A0B","3C4A02"
"ObjectId(""61f35bc91642df6c4cd1d75e"")","G251637004001020100","高唐西-高邢青银枢纽门架","路段收费门架","实体门架",0,null,"G251637004001020","2|1",36.903779,116.165219,"K262+630","在用","2100-01-01","2999-12-31","3D4A0C","3C4A01"
"ObjectId(""61f35bc91642df6c4cd1d75f"")","G251637004001110010","高唐西-高唐西虚收费门架","路段收费门架","虚拟门架",null,null,"G251637004001110","2|1",36.8909345709385,116.154524268319,"K278+700","在用","2100-01-01","2999-12-31","3C4A0E","3D4A0D"
"ObjectId(""61f35bc91642df6c4cd1d760"")","S001737001000820010","大辛店虚-大辛店收费门架","路段收费门架","虚拟门架",null,null,"S001737001000820","2|1",37.5799201589836,120.90043349537,"K21+570","在用","2100-01-01","2999-12-31","3D6809","3C680A"
"ObjectId(""61f35bc91642df6c4cd1d761"")","S001937001000110010","惜福-城阳南门架","路段收费门架","实体门架",0,null,"S001937002001010|S001937001000110","3|1",36.304562,120.444112,"K166+050","备用","2100-01-01","2999-12-31","3C5818","3D5819"
"ObjectId(""61f35bc91642df6c4cd1d762"")","S001937001000220020","城阳南-惜福门架","路段收费门架","实体门架",0,null,"S001937001000220|S001937002001320","3|1",36.330985,120.509028,"K159+200","备用","2100-01-01","2999-12-31","3D5819","3C5818"
"ObjectId(""61f35bc91642df6c4cd1d763"")","S001937002000110010","高格庄枢纽-青龙潍莱立交门架","路段收费门架","实体门架",0,null,"S001937002000110","2|1",36.97644717,120.54915243,"K80+550","在用","2100-01-01","2999-12-31","3C5807","3D5808"
"ObjectId(""61f35bca1642df6c4cd1d764"")","S001937002000210020","青龙潍莱立交-莱西东门架","路段收费门架","实体门架",0,null,"S001937002000210","2|1",36.91578703,120.58070919,"K87+950","在用","2100-01-01","2999-12-31","3C580A","3D5809"
"ObjectId(""61f35bca1642df6c4cd1d765"")","S001937002000310030","莱西东-团旺门架","路段收费门架","实体门架",0,null,"S001937002000310","2|1",36.77617807,120.55272733,"K104+182","在用","2100-01-01","2999-12-31","3C580B","3D580C"
"ObjectId(""61f35bca1642df6c4cd1d766"")","S001937002000410040","团旺-姜山门架","路段收费门架","实体门架",0,null,"S001937002000410","2|1",36.65593067,120.51626174,"K118+990","在用","2100-01-01","2999-12-31","3C580D","3D580E"
"ObjectId(""61f35bca1642df6c4cd1d767"")","S001937002000510050","姜山-华山东门架","路段收费门架","实体门架",0,null,"S001937002000510","3|1",36.6168479543352,120.519472172526,"K123+300","在用","2100-01-01","2999-12-31","3C580F","3D5810"
"ObjectId(""61f35bca1642df6c4cd1d768"")","S001937002000610060","华山东-青龙威青立交门架","路段收费门架","实体门架",0,null,"S001937002000610","3|1",36.52862369,120.56340513,"K134+240","在用","2100-01-01","2999-12-31","3C5811","3D5812"
"ObjectId(""61f35bca1642df6c4cd1d769"")","S001937002000710070","青龙威青立交-龙泉门架","路段收费门架","实体门架",0,null,"S001937002000710","3|1",36.47478079,120.56640195,"K140+280","在用","2100-01-01","2999-12-31","3C5814","3D5813"
"ObjectId(""61f35bca1642df6c4cd1d76a"")","S001937002000810080","龙泉-即墨东门架","路段收费门架","实体门架",0,null,"S001937002000810","3|1",36.439189,120.552636,"K144+450","在用","2100-01-01","2999-12-31","3C5815","3D5816"
"ObjectId(""61f35bca1642df6c4cd1d76b"")","S001937002000910090","即墨东-惜福门架","路段收费门架","实体门架",0,null,"S001937002000910","3|1",36.38261223,120.55252188,"K150+890","在用","2100-01-01","2999-12-31","3C5803","3D5817"
"ObjectId(""61f35bca1642df6c4cd1d76c"")","S760237001000410040","灵山湾-隐珠门架","路段收费门架","实体门架",0,null,"S760237001000410","2|1",35.9545303,120.03461919,"K17+951","在用","2100-01-01","2999-12-31","3C740C","3D740F"
"ObjectId(""61f35bca1642df6c4cd1d76d"")","S760237001000510050","隐珠-胶南北枢纽门架","路段收费门架","实体门架",0,null,"S760237001000510","2|1",35.9235768,119.99759127,"K22+845","在用","2100-01-01","2999-12-31","3C740D","3D740E"
"ObjectId(""61f35bca1642df6c4cd1d76e"")","S760237001000620060","胶南北枢纽-隐珠门架","路段收费门架","实体门架",0,null,"S760237001000620","2|1",35.92269498,119.99596378,"K23+006","在用","2100-01-01","2999-12-31","3D740E","3C740D"
"ObjectId(""61f35bca1642df6c4cd1d76f"")","S760237001000720070","隐珠-灵山湾门架","路段收费门架","实体门架",0,null,"S760237001000720","2|1",35.952678,120.03407445,"K18+147","在用","2100-01-01","2999-12-31","3D740F","3C740C"
"ObjectId(""61f35bca1642df6c4cd1d770"")","S760237001000820080","灵山湾-灵珠山门架","路段收费门架","实体门架",0,null,"S760237001000820","2|1",35.96724157,120.03605028,"K16+519","在用","2100-01-01","2999-12-31","3D7410","3C740B"
"ObjectId(""61f35bca1642df6c4cd1d771"")","S760237001000920090","灵珠山-辛安枢纽门架","路段收费门架","实体门架",0,null,"S760237001000920","3|1",36.0310261,120.0871393,"K7+703","在用","2100-01-01","2999-12-31","3D7411","3C740A"
"ObjectId(""61f35bca1642df6c4cd1d772"")","S760237001001020100","辛安枢纽-灵珠山东门架","路段收费门架","虚拟门架",null,null,"S760237001001020","1|0",36.03530182184,120.108865885183,"K5+655","在用","2100-01-01","2999-12-31","3D7412","3C7409"
"ObjectId(""61f35bca1642df6c4cd1d773"")","S760237001001110010","隐珠-隐珠虚收费门架","路段收费门架","虚拟门架",null,null,"S760237001001110","2|1",35.9280679140348,120.001128134159,"K22+265","在用","2100-01-01","2999-12-31","3C7414","3D7413"
"ObjectId(""61f35bca1642df6c4cd1d774"")","S760237001001120010","隐珠虚-隐珠收费门架","路段收费门架","虚拟门架",null,null,"S760237001001120","2|1",35.9281257181586,120.001210176838,"K22+265","在用","2100-01-01","2999-12-31","3D7413","3C7414"
"ObjectId(""61f35bca1642df6c4cd1d775"")","S760237001001210010","灵珠山-灵珠山虚收费门架","路段收费门架","虚拟门架",null,null,"S760237001001210","2|1",36.0283989154145,120.087128134159,"K7+9786","在用","2100-01-01","2999-12-31","3C7416","3D7415"
"ObjectId(""61f35bca1642df6c4cd1d776"")","S760237001001220010","灵珠山虚-灵珠山收费门架","路段收费门架","虚拟门架",null,null,"S760237001001220","2|1",36.0283249272537,120.087030808174,"K7+978","在用","2100-01-01","2999-12-31","3D7415","3C7416"
"ObjectId(""61f35bca1642df6c4cd1d777"")","S760237001001310010","灵山湾-灵山湾虚收费门架","路段收费门架","虚拟门架",null,null,"S760237001001310","2|1",35.9587377645802,120.039120871559,"K17+438","在用","2100-01-01","2999-12-31","3C7418","3D7417"
"ObjectId(""61f35bca1642df6c4cd1d778"")","S003737001001120110","东阿东虚-陈集虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001120","3|1",36.332408,116.31843,"K117+130","备用","2100-01-01","2999-12-31","3D9228","3C9227"
"ObjectId(""61f35bca1642df6c4cd1d779"")","S003737001001220120","陈集虚-东阿北虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001220","3|1",36.402053,116.342499,"K108+130","备用","2100-01-01","2999-12-31","3D921B","3C921A"
"ObjectId(""61f35bca1642df6c4cd1d77a"")","S003737001001320130","东阿北虚-高集虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001320","3|1",36.443978,116.348651,"K103+130","备用","2100-01-01","2999-12-31","3D9225","3C9224"
"ObjectId(""61f35bca1642df6c4cd1d77b"")","S003737001001420140","高集虚-高东济聊枢纽收费门架","路段收费门架","虚拟门架",null,null,"S003737001001420","3|1",36.464961,116.35599,"K99+630","备用","2100-01-01","2999-12-31","3D9217","3C9216"
"ObjectId(""61f35bca1642df6c4cd1d77c"")","S003737001001520150","高东济聊枢纽-茌平东虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001520","3|1",36.596733,116.340422,"K85+580","备用","2100-01-01","2999-12-31","3D9223","3C9222"
"ObjectId(""61f35bca1642df6c4cd1d77d"")","S003737001001620160","茌平东虚-高唐南虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001620","3|1",36.699915,116.348851,"K74+030","备用","2100-01-01","2999-12-31","3D9214","3C9213"
"ObjectId(""61f35bca1642df6c4cd1d77e"")","S003737001001720170","高唐南虚-高唐州虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001720","3|1",36.832977,116.326567,"K58+650","备用","2100-01-01","2999-12-31","3D9226","3C9221"
"ObjectId(""61f35bca1642df6c4cd1d77f"")","S003737001001820180","高唐州虚-尹集立交收费门架","路段收费门架","虚拟门架",null,null,"S003737001001820","3|1",36.86299,116.322309,"K55+150","备用","2100-01-01","2999-12-31","3D920F","3C920E"
"ObjectId(""61f35bca1642df6c4cd1d780"")","S003737001001910190","高唐州-高唐州虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001001910","3|1",36.854979,116.324385,"K56+780","备用","2100-01-01","2999-12-31","3C9201","3D9220"
"ObjectId(""61f35bca1642df6c4cd1d781"")","S003737001002020200","高唐州虚-高唐州收费门架","路段收费门架","虚拟门架",null,null,"S003737001002020","3|1",36.855015,116.324554,"K56+780","备用","2100-01-01","2999-12-31","3D9220","3C9201"
"ObjectId(""61f35bca1642df6c4cd1d782"")","S003737001002110210","高唐南-高唐南虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001002110","3|1",36.723772,116.350847,"K72+100","备用","2100-01-01","2999-12-31","3C9202","3D9204"
"ObjectId(""61f35bca1642df6c4cd1d783"")","S003737001002220220","高唐南虚-高唐南收费门架","路段收费门架","虚拟门架",null,null,"S003737001002220","3|1",36.723793,116.351009,"K72+100","备用","2100-01-01","2999-12-31","3D9204","3C9202"
"ObjectId(""61f35bca1642df6c4cd1d784"")","S003737001002310230","茌平东-茌平东虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001002310","3|1",36.610012,116.341334,"K84+676","备用","2100-01-01","2999-12-31","3C9205","3D9203"
"ObjectId(""61f35bca1642df6c4cd1d785"")","S003737001002420240","茌平东虚-茌平东收费门架","路段收费门架","虚拟门架",null,null,"S003737001002420","3|1",36.610113,116.341307,"K84+676","备用","2100-01-01","2999-12-31","3D9203","3C9205"
"ObjectId(""61f35bcb1642df6c4cd1d786"")","S003737001002510250","高集-高集虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001002510","3|1",36.466749,116.363221,"K101+100","备用","2100-01-01","2999-12-31","3C9206","3D9207"
"ObjectId(""61f35bcb1642df6c4cd1d787"")","S003737001002620260","高集虚-高集收费门架","路段收费门架","虚拟门架",null,null,"S003737001002620","3|1",36.466738,116.363302,"K101+100","备用","2100-01-01","2999-12-31","3D9207","3C9206"
"ObjectId(""61f35bcb1642df6c4cd1d788"")","S003737001002710270","东阿北-东阿北虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001002710","3|1",36.421566,116.347883,"K106+600","备用","2100-01-01","2999-12-31","3C9208","3D9209"
"ObjectId(""61f35bcb1642df6c4cd1d789"")","S003737001002820280","东阿北虚-东阿北收费门架","路段收费门架","虚拟门架",null,null,"S003737001002820","3|1",36.421596,116.347811,"K106+600","备用","2100-01-01","2999-12-31","3D9209","3C9208"
"ObjectId(""61f35bcb1642df6c4cd1d78a"")","S003737001002910290","陈集-陈集虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001002910","3|1",36.343152,116.330173,"K115+526","备用","2100-01-01","2999-12-31","3C920A","3D920B"
"ObjectId(""61f35bcb1642df6c4cd1d78b"")","S003737001003020300","陈集虚-陈集收费门架","路段收费门架","虚拟门架",null,null,"S003737001003020","3|1",36.343232,116.330258,"K115+526","备用","2100-01-01","2999-12-31","3D920B","3C920A"
"ObjectId(""61f35bcb1642df6c4cd1d78c"")","S003737001003110310","东阿东-东阿东虚收费门架","路段收费门架","虚拟门架",null,null,"S003737001003110","3|1",36.316882,116.310675,"K118+800","备用","2100-01-01","2999-12-31","3C920C","3D920D"
"ObjectId(""61f35bcb1642df6c4cd1d78d"")","S003737001003220320","东阿东虚-东阿东收费门架","路段收费门架","虚拟门架",null,null,"S003737001003220","3|1",36.316849,116.310882,"K118+800","备用","2100-01-01","2999-12-31","3D920D","3C920C"
"ObjectId(""61f35bcb1642df6c4cd1d78e"")","S003837001000110010","临枣京沪枢纽-兰陵北门架","路段收费门架","实体门架",0,null,"S003837001000110","2|1",34.913361,118.15057,"K120+580","在用","2100-01-01","2999-12-31","3C4C01","3D4C06"
"ObjectId(""61f35bcb1642df6c4cd1d78f"")","S003837001000210020","兰陵北-兰陵西门架","路段收费门架","实体门架",0,null,"S003837001000210","2|1",34.886873,117.973924,"K137+200","在用","2100-01-01","2999-12-31","3C4C02","3D4C05"
"ObjectId(""61f35bcc1642df6c4cd1d790"")","G251637004001120010","高唐西虚-高唐西收费门架","路段收费门架","虚拟门架",null,null,"G251637004001120","2|1",36.8907683016153,116.154621057843,"K278+700","在用","2100-01-01","2999-12-31","3D4A0D","3C4A0E"
"ObjectId(""61f35bcc1642df6c4cd1d791"")","G251637004001210010","金郝庄-金郝庄虚收费门架","路段收费门架","虚拟门架",null,null,"G251637004001210","2|1",36.8774624366644,115.988846414053,"K281+120","在用","2100-01-01","2999-12-31","3C4A10","3D4A0F"
"ObjectId(""61f35bcc1642df6c4cd1d792"")","G251637004001220010","金郝庄虚-金郝庄收费门架","路段收费门架","虚拟门架",null,null,"G251637004001220","2|1",36.8773170928638,115.988790518811,"K281+120","在用","2100-01-01","2999-12-31","3D4A0F","3C4A10"
"ObjectId(""61f35bcc1642df6c4cd1d793"")","G251637004001310010","临清-临清虚收费门架","路段收费门架","虚拟门架",null,null,"G251637004001310","2|1",36.8772494366823,115.784046976686,"K299+300","在用","2100-01-01","2999-12-31","3C4A12","3D4A11"
"ObjectId(""61f35bcc1642df6c4cd1d794"")","G251637004001320010","临清虚-临清收费门架","路段收费门架","虚拟门架",null,null,"G251637004001320","2|1",36.8774365191491,115.783978499371,"K299+300","在用","2100-01-01","2999-12-31","3D4A11","3C4A12"
"ObjectId(""61f35bcc1642df6c4cd1d795"")","G351137002000110060","菏东枢纽立交-东明北门架","路段收费门架","实体门架",0,null,"G351137002000110","2|1",35.327211,115.126537,"K46+750","在用","2100-01-01","2999-12-31","3C6A01","3D6A06"
"ObjectId(""61f35bcc1642df6c4cd1d796"")","G351137002000210040","东明北-菏宝鲁豫门架","省界收费门架","实体门架",0,"省界出口","G351137002000210|G351137002000310|G351137002000410|G351137002000510","2|1",35.331681677841,115.094627834508,"K49+730","在用","2100-01-01","2999-12-31","3E6A02","3F6A04"
"ObjectId(""61f35bcc1642df6c4cd1d797"")","G351137002000210050","东明北-菏宝鲁豫门架","省界收费门架","实体门架",0,"省界出口","G351137002000210|G351137002000310|G351137002000410|G351137002000510","2|1",35.3320536698707,115.101176984784,"K49+130","在用","2100-01-01","2999-12-31","3E6A02","3F6A04"
"ObjectId(""61f35bcc1642df6c4cd1d798"")","G351137002000920020","菏宝鲁豫-东明北门架","省界收费门架","实体门架",0,"省界入口","G351137002000620|G351137002000720|G351137002000820|G351137002000920","2|1",35.3314182187061,115.092542417818,"K49+900","在用","2100-01-01","2999-12-31","3F6A04","3E6A02"
"ObjectId(""61f35bcc1642df6c4cd1d799"")","G351137002000920030","菏宝鲁豫-东明北门架","省界收费门架","实体门架",0,"省界入口","G351137002000620|G351137002000720|G351137002000820|G351137002000920","2|1",35.330974,115.087191,"K50+400","备用","2100-01-01","2999-12-31","3F6A04","3E6A02"
"ObjectId(""61f35bcc1642df6c4cd1d79a"")","G351137002001020010","东明北-菏东枢纽立交门架","路段收费门架","实体门架",0,null,"G351137002001020","2|1",35.3288151109309,115.122673307324,"K47+100","在用","2100-01-01","2999-12-31","3D6A06","3C6A01"
"ObjectId(""61f35bcd1642df6c4cd1d79b"")","G351137002001110010","东明北-东明北虚收费门架","路段收费门架","虚拟门架",null,null,"G351137002001110","2|1",35.3291083129717,115.113694268319,"K48+279","在用","2100-01-01","2999-12-31","3C6A08","3D6A07"
"ObjectId(""61f35bcd1642df6c4cd1d79c"")","G351137002001120010","东明北虚-东明北收费门架","路段收费门架","虚拟门架",null,null,"G351137002001120","2|1",35.3290298109254,115.11368919654,"K48+279","在用","2100-01-01","2999-12-31","3D6A07","3C6A08"
"ObjectId(""61f35bcd1642df6c4cd1d79d"")","S000137001000110010","晏城枢纽-齐河南门架","路段收费门架","实体门架",0,null,"S000137001000110","2|1",36.7614,116.797178,"K1+550","在用","2100-01-01","2999-12-31","3C1B01","3D1B08"
"ObjectId(""61f35bcd1642df6c4cd1d79e"")","S001937002001110100","城阳南-城阳门架","路段收费门架","虚拟门架",null,null,"S001937002001110","4|0",36.2818401415285,120.421108048784,"K168+397","在用","2100-01-01","2999-12-31","3C581B","3D581A"
"ObjectId(""61f35bcd1642df6c4cd1d79f"")","S001937002001220110","城阳-城阳南门架","路段收费门架","虚拟门架",null,null,"S001937002001220","3|0",36.2822028364883,120.420814459464,"K168+397","在用","2100-01-01","2999-12-31","3D581A","3C581B"
"ObjectId(""61f35bcd1642df6c4cd1d7a0"")","S001937002001420120","惜福-即墨东门架","路段收费门架","实体门架",0,null,"S001937002001420","3|1",36.38202565,120.55241057,"K150+950","在用","2100-01-01","2999-12-31","3D5817","3C5803"
"ObjectId(""61f35bcd1642df6c4cd1d7a1"")","S001937002001520130","即墨东-龙泉门架","路段收费门架","实体门架",0,null,"S001937002001520","3|1",36.438599,120.552524,"K144+600","在用","2100-01-01","2999-12-31","3D5816","3C5815"
"ObjectId(""61f35bcd1642df6c4cd1d7a2"")","S001937002001620140","龙泉-青龙威青立交门架","路段收费门架","实体门架",0,null,"S001937002001620","3|1",36.47389113,120.56655252,"K140+330","在用","2100-01-01","2999-12-31","3D5813","3C5814"
"ObjectId(""61f35bcd1642df6c4cd1d7a3"")","S001937002001720150","青龙威青立交-华山东门架","路段收费门架","实体门架",0,null,"S001937002001720","3|1",36.52797998,120.56353188,"K134+290","在用","2100-01-01","2999-12-31","3D5812","3C5811"
"ObjectId(""61f35bcd1642df6c4cd1d7a4"")","S001937002001820160","华山东-姜山门架","路段收费门架","实体门架",0,null,"S001937002001820","3|1",36.61646778,120.5197206,"K123+350","在用","2100-01-01","2999-12-31","3D5810","3C580F"
"ObjectId(""61f35bcd1642df6c4cd1d7a5"")","S001937002001920170","姜山-团旺门架","路段收费门架","实体门架",0,null,"S001937002001920","2|1",36.65507831,120.51659392,"K119+040","在用","2100-01-01","2999-12-31","3D580E","3C580D"
"ObjectId(""61f35bcd1642df6c4cd1d7a6"")","S001937002002020180","团旺-莱西东门架","路段收费门架","实体门架",0,null,"S001937002002020","2|1",36.77574923,120.55276915,"K104+200","在用","2100-01-01","2999-12-31","3D580C","3C580B"
"ObjectId(""61f35bcd1642df6c4cd1d7a7"")","S001937002002120190","莱西东-青龙潍莱立交门架","路段收费门架","实体门架",0,null,"S001937002002120","2|1",36.91539827,120.58112375,"K88+000","在用","2100-01-01","2999-12-31","3D5809","3C580A"
"ObjectId(""61f35bcd1642df6c4cd1d7a8"")","S001937002002220200","青龙潍莱立交-高格庄枢纽门架","路段收费门架","实体门架",0,null,"S001937002002220","2|1",36.97621052,120.54951549,"K80+600","在用","2100-01-01","2999-12-31","3D5808","3C5807"
"ObjectId(""61f35bcd1642df6c4cd1d7a9"")","S001937002002310010","莱西东-莱西东虚收费门架","路段收费门架","虚拟门架",null,null,"S001937002002310","3|0",36.8965477190014,120.59140512242,"k90+295","在用","2100-01-01","2999-12-31","3C581D","3D581C"
"ObjectId(""61f35bcd1642df6c4cd1d7aa"")","S760237001001320010","灵山湾虚-灵山湾收费门架","路段收费门架","虚拟门架",null,null,"S760237001001320","2|1",35.9586753162689,120.038826635933,"K17+438","在用","2100-01-01","2999-12-31","3D7417","3C7418"
"ObjectId(""61f35bcd1642df6c4cd1d7ab"")","S780137001000110010","日照港-沈海日照疏港枢纽门架","路段收费门架","实体门架",0,null,"S780137001000110","3|1",35.3854578913682,119.404265072403,"K12+800","在用","2100-01-01","2999-12-31","3C1D0F","3D1D10"
